District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
Kolhapur,Dark Brown,80,45,60,6,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,85,45,60,6,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,90,45,60,6,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,95,45,60,6,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,100,45,60,6,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,60,50,40,6.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,65,50,40,6.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,70,50,40,6.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,75,50,40,6.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,80,50,40,6.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,85,50,40,6.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,90,50,40,6.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,95,50,40,6.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,100,50,40,6.5,600,20,Wheat,Urea
Kolhapur,Dark Brown,60,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,65,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,70,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,75,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,80,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,85,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,90,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,95,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,100,55,45,7,700,25,Wheat,Urea
Kolhapur,Dark Brown,60,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,65,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,70,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,75,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,80,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,85,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,90,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,95,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,100,60,50,7.5,800,15,Wheat,Urea
Kolhapur,Dark Brown,60,40,60,6,900,20,Wheat,Urea
Kolhapur,Dark Brown,65,40,60,6,900,20,Wheat,Urea
Kolhapur,Dark Brown,70,40,60,6,900,20,Wheat,Urea
Kolhapur,Dark Brown,75,40,60,6,900,20,Wheat,Urea
Kolhapur,Dark Brown,80,40,60,6,900,20,Wheat,Urea
Kolhapur,Dark Brown,85,40,60,6,900,20,Wheat,Urea
Kolhapur,Dark Brown,90,40,60,6,900,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,95,40,60,6,900,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,100,40,60,6,900,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,60,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,65,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,70,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,75,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,80,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,85,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,90,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,95,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,100,45,40,6.5,1000,25,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,60,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,65,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,70,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,75,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,80,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,85,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,90,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,95,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,100,50,45,7,500,15,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,60,55,50,7.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,65,55,50,7.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,70,55,50,7.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,75,55,50,7.5,600,20,Wheat,19:19:19 NPK
Kolhapur,Dark Brown,80,55,50,7.5,600,20,Wheat,Urea
Kolhapur,Dark Brown,85,55,50,7.5,600,20,Wheat,Urea
Kolhapur,Dark Brown,90,55,50,7.5,600,20,Wheat,Urea
Kolhapur,Dark Brown,95,55,50,7.5,600,20,Wheat,Urea
Kolhapur,Dark Brown,100,55,50,7.5,600,20,Wheat,Urea
Kolhapur,Dark Brown,60,60,55,6,700,25,Wheat,Urea
Kolhapur,Dark Brown,65,60,55,6,700,25,Wheat,Urea
Kolhapur,Dark Brown,70,60,55,6,700,25,Wheat,Urea
Kolhapur,Dark Brown,75,60,55,6,700,25,Wheat,Urea
Kolhapur,Dark Brown,80,60,55,6,700,25,Wheat,Urea
Kolhapur,Dark Brown,85,60,55,6,700,25,Wheat,Urea
Kolhapur,Dark Brown,90,60,55,6,700,25,Wheat,Urea
Kolhapur,Dark Brown,95,60,55,6,700,25,Wheat,Urea
Kolhapur,Dark Brown,100,60,55,6,700,25,Wheat,Urea
Kolhapur,Black,20,30,20,6,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,25,30,20,6,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,30,30,20,6,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,20,35,25,6.5,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,25,35,25,6.5,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,30,35,25,6.5,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,20,40,20,7,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,25,40,20,7,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,30,40,20,7,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,20,30,25,7.5,600,30,Groundnut,SSP
Kolhapur,Black,25,30,25,7.5,600,30,Groundnut,SSP
Kolhapur,Black,30,30,25,7.5,600,30,Groundnut,SSP
Kolhapur,Black,20,35,20,6,500,25,Groundnut,SSP
Kolhapur,Black,25,35,20,6,500,25,Groundnut,SSP
Kolhapur,Black,30,35,20,6,500,25,Groundnut,SSP
Kolhapur,Black,20,40,25,6.5,600,30,Groundnut,SSP
Kolhapur,Black,25,40,25,6.5,600,30,Groundnut,SSP
Kolhapur,Black,30,40,25,6.5,600,30,Groundnut,SSP
Kolhapur,Black,50,25,30,6,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,55,25,30,6,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,60,25,30,6,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,50,30,35,6.5,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,55,30,35,6.5,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,60,30,35,6.5,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,50,25,40,7,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,55,25,40,7,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,60,25,40,7,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,50,30,30,7.5,600,30,Groundnut,SSP
Kolhapur,Black,55,30,30,7.5,600,30,Groundnut,SSP
Kolhapur,Black,60,30,30,7.5,600,30,Groundnut,SSP
Kolhapur,Black,50,25,35,6,500,25,Groundnut,SSP
Kolhapur,Black,55,25,35,6,500,25,Groundnut,SSP
Kolhapur,Black,60,25,35,6,500,25,Groundnut,SSP
Kolhapur,Black,50,30,40,6.5,600,30,Groundnut,SSP
Kolhapur,Black,55,30,40,6.5,600,30,Groundnut,SSP
Kolhapur,Black,60,30,40,6.5,600,30,Groundnut,SSP
Kolhapur,Black,40,20,20,5.5,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,45,20,20,5.5,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,50,20,20,5.5,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,40,30,30,6,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,45,30,30,6,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,50,30,30,6,600,30,Groundnut,Chilated Micronutrient
Kolhapur,Black,40,20,30,6.5,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,45,20,30,6.5,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,50,20,30,6.5,500,25,Groundnut,Chilated Micronutrient
Kolhapur,Black,40,30,20,7,600,30,Groundnut,SSP
Kolhapur,Black,45,30,20,7,600,30,Groundnut,SSP
Kolhapur,Black,50,30,20,7,600,30,Groundnut,SSP
Kolhapur,Dark Brown,120,60,40,6,500,20,Maize,Urea
Kolhapur,Dark Brown,125,60,40,6,500,20,Maize,Urea
Kolhapur,Dark Brown,130,60,40,6,500,20,Maize,Urea
Kolhapur,Dark Brown,135,60,40,6,500,20,Maize,Urea
Kolhapur,Dark Brown,140,60,40,6,500,20,Maize,Urea
Kolhapur,Dark Brown,145,60,40,6,500,20,Maize,Urea
Kolhapur,Dark Brown,150,60,40,6,500,20,Maize,Urea
Kolhapur,Dark Brown,120,65,45,6.5,600,25,Maize,Urea
Kolhapur,Dark Brown,125,65,45,6.5,600,25,Maize,Urea
Kolhapur,Dark Brown,130,65,45,6.5,600,25,Maize,Urea
Kolhapur,Dark Brown,135,65,45,6.5,600,25,Maize,Urea
Kolhapur,Dark Brown,140,65,45,6.5,600,25,Maize,Urea
Kolhapur,Dark Brown,145,65,45,6.5,600,25,Maize,Urea
Kolhapur,Dark Brown,150,65,45,6.5,600,25,Maize,Urea
Kolhapur,Dark Brown,120,70,50,7,700,30,Maize,Urea
Kolhapur,Dark Brown,125,70,50,7,700,30,Maize,Urea
Kolhapur,Dark Brown,130,70,50,7,700,30,Maize,Urea
Kolhapur,Dark Brown,135,70,50,7,700,30,Maize,Urea
Kolhapur,Dark Brown,140,70,50,7,700,30,Maize,Urea
Kolhapur,Dark Brown,145,70,50,7,700,30,Maize,Urea
Kolhapur,Dark Brown,150,70,50,7,700,30,Maize,Urea
Kolhapur,Dark Brown,120,75,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,125,75,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,130,75,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,135,75,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,140,75,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,145,75,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,150,75,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,120,80,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,125,80,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,130,80,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,135,80,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,140,80,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,145,80,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,150,80,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,120,60,45,6.5,700,30,Maize,SSP
Kolhapur,Dark Brown,125,60,45,6.5,700,30,Maize,SSP
Kolhapur,Dark Brown,130,60,45,6.5,700,30,Maize,SSP
Kolhapur,Dark Brown,135,60,45,6.5,700,30,Maize,SSP
Kolhapur,Dark Brown,140,60,45,6.5,700,30,Maize,SSP
Kolhapur,Dark Brown,145,60,45,6.5,700,30,Maize,SSP
Kolhapur,Dark Brown,150,60,45,6.5,700,30,Maize,SSP
Kolhapur,Dark Brown,120,65,50,7,500,20,Maize,SSP
Kolhapur,Dark Brown,125,65,50,7,500,20,Maize,SSP
Kolhapur,Dark Brown,130,65,50,7,500,20,Maize,SSP
Kolhapur,Dark Brown,135,65,50,7,500,20,Maize,SSP
Kolhapur,Dark Brown,140,65,50,7,500,20,Maize,SSP
Kolhapur,Dark Brown,145,65,50,7,500,20,Maize,SSP
Kolhapur,Dark Brown,150,65,50,7,500,20,Maize,SSP
Kolhapur,Dark Brown,120,70,55,7.5,600,25,Maize,SSP
Kolhapur,Dark Brown,125,70,55,7.5,600,25,Maize,SSP
Kolhapur,Dark Brown,130,70,55,7.5,600,25,Maize,SSP
Kolhapur,Dark Brown,135,70,55,7.5,600,25,Maize,SSP
Kolhapur,Dark Brown,140,70,55,7.5,600,25,Maize,SSP
Kolhapur,Dark Brown,145,70,55,7.5,600,25,Maize,SSP
Kolhapur,Dark Brown,150,70,55,7.5,600,25,Maize,SSP
Kolhapur,Dark Brown,120,75,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,125,75,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,130,75,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,135,75,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,140,75,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,145,75,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,150,75,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,120,80,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,125,80,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,130,80,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,135,80,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,140,80,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,145,80,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,150,80,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,120,60,50,7,600,25,Maize,MOP
Kolhapur,Dark Brown,125,60,50,7,600,25,Maize,MOP
Kolhapur,Dark Brown,130,60,50,7,600,25,Maize,MOP
Kolhapur,Dark Brown,135,60,50,7,600,25,Maize,MOP
Kolhapur,Dark Brown,140,60,50,7,600,25,Maize,MOP
Kolhapur,Dark Brown,145,60,50,7,600,25,Maize,MOP
Kolhapur,Dark Brown,150,60,50,7,600,25,Maize,MOP
Kolhapur,Dark Brown,120,65,55,7.5,700,30,Maize,MOP
Kolhapur,Dark Brown,125,65,55,7.5,700,30,Maize,MOP
Kolhapur,Dark Brown,130,65,55,7.5,700,30,Maize,MOP
Kolhapur,Dark Brown,135,65,55,7.5,700,30,Maize,MOP
Kolhapur,Dark Brown,140,65,55,7.5,700,30,Maize,MOP
Kolhapur,Dark Brown,145,65,55,7.5,700,30,Maize,MOP
Kolhapur,Dark Brown,150,65,55,7.5,700,30,Maize,MOP
Kolhapur,Dark Brown,120,70,60,6,500,20,Maize,MOP
Kolhapur,Dark Brown,125,70,60,6,500,20,Maize,MOP
Kolhapur,Dark Brown,130,70,60,6,500,20,Maize,MOP
Kolhapur,Dark Brown,135,70,60,6,500,20,Maize,MOP
Kolhapur,Dark Brown,140,70,60,6,500,20,Maize,MOP
Kolhapur,Dark Brown,145,70,60,6,500,20,Maize,MOP
Kolhapur,Dark Brown,150,70,60,6,500,20,Maize,MOP
Kolhapur,Dark Brown,120,75,40,6.5,600,25,Maize,MOP
Kolhapur,Dark Brown,125,75,40,6.5,600,25,Maize,MOP
Kolhapur,Dark Brown,130,75,40,6.5,600,25,Maize,MOP
Kolhapur,Dark Brown,135,75,40,6.5,600,25,Maize,MOP
Kolhapur,Dark Brown,140,75,40,6.5,600,25,Maize,MOP
Kolhapur,Dark Brown,145,75,40,6.5,600,25,Maize,MOP
Kolhapur,Dark Brown,150,75,40,6.5,600,25,Maize,MOP
Kolhapur,Dark Brown,120,80,45,7,700,30,Maize,MOP
Kolhapur,Dark Brown,125,80,45,7,700,30,Maize,MOP
Kolhapur,Dark Brown,130,80,45,7,700,30,Maize,MOP
Kolhapur,Dark Brown,135,80,45,7,700,30,Maize,MOP
Kolhapur,Dark Brown,140,80,45,7,700,30,Maize,MOP
Kolhapur,Dark Brown,145,80,45,7,700,30,Maize,MOP
Kolhapur,Dark Brown,150,80,45,7,700,30,Maize,MOP
Kolhapur,Dark Brown,120,60,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,125,60,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,130,60,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,135,60,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,140,60,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,145,60,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,150,60,55,7.5,500,20,Maize,Urea
Kolhapur,Dark Brown,120,65,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,125,65,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,130,65,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,135,65,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,140,65,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,145,65,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,150,65,60,6,600,25,Maize,Urea
Kolhapur,Dark Brown,120,70,40,6.5,700,30,Maize,Urea
Kolhapur,Dark Brown,125,70,40,6.5,700,30,Maize,Urea
Kolhapur,Dark Brown,130,70,40,6.5,700,30,Maize,Urea
Kolhapur,Dark Brown,135,70,40,6.5,700,30,Maize,Urea
Kolhapur,Dark Brown,140,70,40,6.5,700,30,Maize,Urea
Kolhapur,Dark Brown,145,70,40,6.5,700,30,Maize,Urea
Kolhapur,Dark Brown,150,70,40,6.5,700,30,Maize,Urea
Kolhapur,Dark Brown,120,75,45,7,500,20,Maize,Urea
Kolhapur,Dark Brown,125,75,45,7,500,20,Maize,Urea
Kolhapur,Dark Brown,130,75,45,7,500,20,Maize,Urea
Kolhapur,Dark Brown,135,75,45,7,500,20,Maize,Urea
Kolhapur,Dark Brown,140,75,45,7,500,20,Maize,Urea
Kolhapur,Dark Brown,145,75,45,7,500,20,Maize,Urea
Kolhapur,Dark Brown,150,75,45,7,500,20,Maize,Urea
Kolhapur,Dark Brown,120,80,50,7.5,600,25,Maize,Urea
Kolhapur,Dark Brown,125,80,50,7.5,600,25,Maize,Urea
Kolhapur,Dark Brown,130,80,50,7.5,600,25,Maize,Urea
Kolhapur,Dark Brown,135,80,50,7.5,600,25,Maize,Urea
Kolhapur,Dark Brown,140,80,50,7.5,600,25,Maize,Urea
Kolhapur,Dark Brown,145,80,50,7.5,600,25,Maize,Urea
Kolhapur,Dark Brown,150,80,50,7.5,600,25,Maize,Urea
Kolhapur,Dark Brown,120,60,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,125,60,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,130,60,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,135,60,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,140,60,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,145,60,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,150,60,60,6,700,30,Maize,SSP
Kolhapur,Dark Brown,120,65,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,125,65,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,130,65,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,135,65,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,140,65,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,145,65,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,150,65,40,6.5,500,20,Maize,SSP
Kolhapur,Dark Brown,120,70,45,7,600,25,Maize,SSP
Kolhapur,Dark Brown,125,70,45,7,600,25,Maize,SSP
Kolhapur,Dark Brown,130,70,45,7,600,25,Maize,SSP
Kolhapur,Dark Brown,135,70,45,7,600,25,Maize,SSP
Kolhapur,Dark Brown,140,70,45,7,600,25,Maize,SSP
Kolhapur,Dark Brown,145,70,45,7,600,25,Maize,SSP
Kolhapur,Dark Brown,150,70,45,7,600,25,Maize,SSP
Kolhapur,Dark Brown,120,75,50,7.5,700,30,Maize,SSP
Kolhapur,Dark Brown,125,75,50,7.5,700,30,Maize,SSP
Kolhapur,Dark Brown,130,75,50,7.5,700,30,Maize,SSP
Kolhapur,Dark Brown,135,75,50,7.5,700,30,Maize,SSP
Kolhapur,Dark Brown,140,75,50,7.5,700,30,Maize,SSP
Kolhapur,Dark Brown,145,75,50,7.5,700,30,Maize,SSP
Kolhapur,Dark Brown,150,75,50,7.5,700,30,Maize,SSP
Kolhapur,Dark Brown,120,80,55,6,500,20,Maize,SSP
Kolhapur,Dark Brown,125,80,55,6,500,20,Maize,SSP
Kolhapur,Dark Brown,130,80,55,6,500,20,Maize,SSP
Kolhapur,Dark Brown,135,80,55,6,500,20,Maize,SSP
Kolhapur,Dark Brown,140,80,55,6,500,20,Maize,SSP
Kolhapur,Dark Brown,145,80,55,6,500,20,Maize,SSP
Kolhapur,Dark Brown,150,80,55,6,500,20,Maize,SSP
Kolhapur,Red,40,20,20,5.5,300,20,Tur,Urea
Kolhapur,Red,45,20,20,5.5,300,20,Tur,Urea
Kolhapur,Red,50,20,20,5.5,300,20,Tur,Urea
Kolhapur,Red,40,25,25,6,400,25,Tur,Urea
Kolhapur,Red,45,25,25,6,400,25,Tur,Urea
Kolhapur,Red,50,25,25,6,400,25,Tur,Urea
Kolhapur,Red,40,30,30,6.5,300,30,Tur,Urea
Kolhapur,Red,45,30,30,6.5,300,30,Tur,Urea
Kolhapur,Red,50,30,30,6.5,300,30,Tur,Urea
Kolhapur,Red,40,20,25,5.5,400,20,Tur,MOP
Kolhapur,Red,45,20,25,5.5,400,20,Tur,MOP
Kolhapur,Red,50,20,25,5.5,400,20,Tur,MOP
Kolhapur,Red,40,25,30,6,300,25,Tur,MOP
Kolhapur,Red,45,25,30,6,300,25,Tur,MOP
Kolhapur,Red,50,25,30,6,300,25,Tur,MOP
Kolhapur,Red,40,30,20,6.5,400,30,Tur,MOP
Kolhapur,Red,45,30,20,6.5,400,30,Tur,MOP
Kolhapur,Red,50,30,20,6.5,400,30,Tur,MOP
Kolhapur,Red,40,20,30,5.5,300,20,Tur,SSP
Kolhapur,Red,45,20,30,5.5,300,20,Tur,SSP
Kolhapur,Red,50,20,30,5.5,300,20,Tur,SSP
Kolhapur,Red,40,25,20,6,400,25,Tur,SSP
Kolhapur,Red,45,25,20,6,400,25,Tur,SSP
Kolhapur,Red,50,25,20,6,400,25,Tur,SSP
Kolhapur,Red,40,30,25,6.5,300,30,Tur,SSP
Kolhapur,Red,45,30,25,6.5,300,30,Tur,SSP
Kolhapur,Red,50,30,25,6.5,300,30,Tur,SSP
Kolhapur,Dark Brown,20,30,20,6,800,20,Urad,Urea
Kolhapur,Dark Brown,25,30,20,6,800,20,Urad,Urea
Kolhapur,Dark Brown,30,30,20,6,800,20,Urad,Urea
Kolhapur,Dark Brown,20,35,25,6.5,900,25,Urad,Urea
Kolhapur,Dark Brown,25,35,25,6.5,900,25,Urad,Urea
Kolhapur,Dark Brown,30,35,25,6.5,900,25,Urad,Urea
Kolhapur,Dark Brown,20,40,30,7,1000,20,Urad,Urea
Kolhapur,Dark Brown,25,40,30,7,1000,20,Urad,Urea
Kolhapur,Dark Brown,30,40,30,7,1000,20,Urad,Urea
Kolhapur,Dark Brown,20,30,25,6,800,25,Urad,SSP
Kolhapur,Dark Brown,25,30,25,6,800,25,Urad,SSP
Kolhapur,Dark Brown,30,30,25,6,800,25,Urad,SSP
Kolhapur,Dark Brown,20,35,30,6.5,900,20,Urad,SSP
Kolhapur,Dark Brown,25,35,30,6.5,900,20,Urad,SSP
Kolhapur,Dark Brown,30,35,30,6.5,900,20,Urad,SSP
Kolhapur,Dark Brown,20,40,20,7,1000,25,Urad,SSP
Kolhapur,Dark Brown,25,40,20,7,1000,25,Urad,SSP
Kolhapur,Dark Brown,30,40,20,7,1000,25,Urad,SSP
Kolhapur,Dark Brown,20,30,30,6,800,20,Urad,DAP
Kolhapur,Dark Brown,25,30,30,6,800,20,Urad,DAP
Kolhapur,Dark Brown,30,30,30,6,800,20,Urad,DAP
Kolhapur,Dark Brown,20,35,20,6.5,900,25,Urad,DAP
Kolhapur,Dark Brown,25,35,20,6.5,900,25,Urad,DAP
Kolhapur,Dark Brown,30,35,20,6.5,900,25,Urad,DAP
Kolhapur,Dark Brown,20,40,25,7,1000,20,Urad,DAP
Kolhapur,Dark Brown,25,40,25,7,1000,20,Urad,DAP
Kolhapur,Dark Brown,30,40,25,7,1000,20,Urad,DAP
Kolhapur,Light Brown,20,10,5,6,600,25,Moong,MOP
Kolhapur,Light Brown,25,10,5,6,600,25,Moong,MOP
Kolhapur,Light Brown,30,10,5,6,600,25,Moong,MOP
Kolhapur,Light Brown,20,15,10,6.5,700,30,Moong,MOP
Kolhapur,Light Brown,25,15,10,6.5,700,30,Moong,MOP
Kolhapur,Light Brown,30,15,10,6.5,700,30,Moong,MOP
Kolhapur,Light Brown,20,20,15,7,800,35,Moong,MOP
Kolhapur,Light Brown,25,20,15,7,800,35,Moong,MOP
Kolhapur,Light Brown,30,20,15,7,800,35,Moong,MOP
Kolhapur,Light Brown,20,10,10,6,600,25,Moong,Urea
Kolhapur,Light Brown,25,10,10,6,600,25,Moong,Urea
Kolhapur,Light Brown,30,10,10,6,600,25,Moong,Urea
Kolhapur,Light Brown,20,15,15,6.5,700,30,Moong,Urea
Kolhapur,Light Brown,25,15,15,6.5,700,30,Moong,Urea
Kolhapur,Light Brown,30,15,15,6.5,700,30,Moong,Urea
Kolhapur,Light Brown,20,20,5,7,800,35,Moong,Urea
Kolhapur,Light Brown,25,20,5,7,800,35,Moong,Urea
Kolhapur,Light Brown,30,20,5,7,800,35,Moong,Urea
Kolhapur,Light Brown,20,10,15,6,600,25,Moong,SSP
Kolhapur,Light Brown,25,10,15,6,600,25,Moong,SSP
Kolhapur,Light Brown,30,10,15,6,600,25,Moong,SSP
Kolhapur,Light Brown,20,15,5,6.5,700,30,Moong,SSP
Kolhapur,Light Brown,25,15,5,6.5,700,30,Moong,SSP
Kolhapur,Light Brown,30,15,5,6.5,700,30,Moong,SSP
Kolhapur,Light Brown,20,20,10,7,800,35,Moong,SSP
Kolhapur,Light Brown,25,20,10,7,800,35,Moong,SSP
Kolhapur,Light Brown,30,20,10,7,800,35,Moong,SSP
Kolhapur,Black,40,25,10,6,600,20,Gram,18:46:00 NPK
Kolhapur,Black,45,25,10,6,600,20,Gram,18:46:00 NPK
Kolhapur,Black,50,25,10,6,600,20,Gram,18:46:00 NPK
Kolhapur,Black,40,30,15,6.5,700,25,Gram,18:46:00 NPK
Kolhapur,Black,45,30,15,6.5,700,25,Gram,18:46:00 NPK
Kolhapur,Black,50,30,15,6.5,700,25,Gram,18:46:00 NPK
Kolhapur,Black,40,25,15,6,600,20,Gram,Sulphur
Kolhapur,Black,45,25,15,6,600,20,Gram,Sulphur
Kolhapur,Black,50,25,15,6,600,20,Gram,Sulphur
